model,group,ratio,k,k_actual,crel_pair,pair_id,attr_dim,delta_target_logit_signed,delta_source_logit_signed,argmax_token_id_clean,argmax_token_id_patched
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair4,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair5,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair5,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair6,P,0.0,-0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair6,Q,0.25,0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair7,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair7,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair8,P,-0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair8,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair9,P,0.0,0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-OPP,pair9,Q,0.25,0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair0,P,0.0,-0.09375,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair0,Q,0.0,-0.15625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair1,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair1,Q,0.0,-0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair2,P,0.25,0.0625,46002,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair2,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair3,P,-0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair3,Q,-0.25,0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair4,P,0.25,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair4,Q,-0.25,0.03125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair5,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair5,Q,0.0,-0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair6,P,0.25,0.09375,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair6,Q,0.5,-0.09375,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair7,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair7,Q,-0.25,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair8,P,-0.25,-0.25,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair8,Q,-0.25,-0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair9,P,0.0,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-MORE,pair9,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair0,P,0.25,-0.1875,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair0,Q,0.0,0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair1,P,0.25,0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair1,Q,0.0,0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair2,P,0.0,0.015625,46002,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair2,Q,0.0,-0.25,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair3,P,0.0,0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair3,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair4,P,0.25,0.03125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair4,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair5,P,0.0,-0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair5,Q,0.0,-0.03125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair6,P,0.0,0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair6,Q,0.25,0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair7,P,-0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair7,Q,0.0,0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair8,P,0.0,0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair8,Q,0.0,0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair9,P,0.0,0.046875,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,SAME-LESS,pair9,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair0,P,0.0,0.046875,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair0,Q,-0.25,-0.0625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair1,P,0.0,0.0625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair1,Q,-0.25,-0.0625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair2,P,-0.25,0.0,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair2,Q,0.0,0.0,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair3,P,0.0,0.0625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair3,Q,-0.25,-0.25,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair4,P,-0.25,-0.03125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair4,Q,-0.25,-0.09375,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair5,P,0.25,-0.125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair5,Q,0.0,-0.1875,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair6,P,0.0,-0.046875,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair6,Q,0.0,0.09375,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair7,P,0.25,-0.09375,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair7,Q,-0.25,0.0,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair8,P,0.0,0.0,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair8,Q,0.25,-0.25,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair9,P,0.0,-0.03125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-MORE,pair9,Q,0.25,0.125,8993,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair0,P,0.0,0.109375,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair0,Q,-0.25,-0.015625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair1,P,0.0,0.0,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair1,Q,0.0,-0.0625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair2,P,0.0,-0.046875,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair2,Q,0.0,-0.02587890625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair3,P,0.0,0.046875,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair3,Q,-0.25,-0.03125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair4,P,0.0,-0.046875,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair4,Q,-0.25,-0.0234375,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair5,P,0.0,-0.09375,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair5,Q,-0.25,-0.03125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair6,P,0.0,-0.09375,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair6,Q,0.0,-0.03125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair7,P,0.25,0.0,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair7,Q,-0.25,0.0,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair8,P,0.0,0.0,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair8,Q,0.0,-0.125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair9,P,0.0,-0.09033203125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,OPP-LESS,pair9,Q,0.25,0.03125,8993,4285
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair0,P,-0.125,-0.125,9805,9805
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair0,Q,0.0,0.0,9805,9805
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair1,P,-0.125,0.0,16049,16049
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair1,Q,0.0,0.0,16049,16049
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair2,P,0.0,0.0,24479,24479
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair2,Q,-0.125,0.0,24479,24479
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair3,P,0.125,-0.125,4704,4704
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair3,Q,-0.25,0.0625,4704,4704
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair4,P,-0.125,0.0,51479,51479
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair4,Q,0.0,0.0,51479,51479
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair5,P,0.0,0.0,4258,4258
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair5,Q,0.0,0.0625,4258,4258
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair6,P,0.125,0.0,64535,64535
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair6,Q,0.125,0.0,64535,64535
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair7,P,0.0,-0.0625,7100,7100
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair7,Q,0.0,0.125,7100,7100
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair8,P,0.125,0.0,23071,23071
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair8,Q,0.0,0.0625,23071,23071
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair9,P,0.125,0.0,18613,18613
qwen-2.5-14b-instruct,D_pert_asc,0.03,57,57,MORE-LESS,pair9,Q,-0.125,0.0,18613,18613
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair0,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair0,Q,0.25,0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair1,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair1,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair2,P,0.0,0.125,46002,46002
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair2,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair3,P,0.0,-0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair3,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair4,P,0.5,0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair4,Q,-0.25,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair5,P,0.25,0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair5,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair6,P,0.0,0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair6,Q,0.5,0.25,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair7,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair7,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair8,P,0.0,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair8,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair9,P,0.0,0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-OPP,pair9,Q,0.0,0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair0,P,0.0,-0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair0,Q,0.0,-0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair1,P,0.0,0.1875,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair1,Q,0.0,0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair2,P,0.5,0.0625,46002,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair2,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair3,P,0.0,0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair3,Q,0.0,0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair4,P,0.25,-0.03125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair4,Q,-0.25,-0.03125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair5,P,-0.25,-0.25,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair5,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair6,P,0.25,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair6,Q,0.25,-0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair7,P,0.0,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair7,Q,0.0,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair8,P,-0.25,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair8,Q,-0.5,-0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair9,P,0.0,0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-MORE,pair9,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair0,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair0,Q,0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair1,P,-0.25,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair1,Q,0.0,0.125,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair2,P,0.0,-0.015625,46002,46002
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair2,Q,0.0,-0.1875,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair3,P,-0.25,0.1875,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair3,Q,0.0,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair4,P,0.5,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair4,Q,-0.25,0.0,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair5,P,0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair5,Q,-0.25,0.09375,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair6,P,0.0,-0.0625,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair6,Q,0.0,0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair7,P,-0.25,-0.125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair7,Q,0.0,0.0625,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair8,P,-0.25,0.0,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair8,Q,0.0,0.1875,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair9,P,-0.25,-0.03125,13939,13939
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,SAME-LESS,pair9,Q,0.25,-0.09375,6351,6351
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair0,P,0.25,0.03125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair0,Q,-0.25,-0.125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair1,P,0.0,0.0625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair1,Q,0.0,-0.125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair2,P,0.25,-0.0625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair2,Q,0.0,0.0,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair3,P,0.0,-0.0625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair3,Q,-0.25,-0.125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair4,P,-0.25,0.0,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair4,Q,0.25,-0.0625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair5,P,0.25,-0.125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair5,Q,0.0,-0.0625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair6,P,-0.25,0.078125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair6,Q,-0.25,0.125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair7,P,0.25,0.0625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair7,Q,0.0,-0.125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair8,P,-0.25,0.0625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair8,Q,0.25,0.0,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair9,P,0.25,-0.0625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-MORE,pair9,Q,0.0,0.0625,8993,8993
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair0,P,0.0,0.03125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair0,Q,-0.25,0.015625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair1,P,0.0,0.015625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair1,Q,0.0,-0.09375,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair2,P,0.25,-0.046875,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair2,Q,-0.25,0.02099609375,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair3,P,0.0,0.046875,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair3,Q,-0.25,0.0,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair4,P,-0.25,-0.046875,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair4,Q,0.25,-0.1015625,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair5,P,0.25,-0.03125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair5,Q,0.0,-0.03125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair6,P,-0.25,0.03125,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair6,Q,-0.25,0.0,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair7,P,0.0,-0.09375,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair7,Q,-0.25,0.0,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair8,P,-0.25,-0.015625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair8,Q,0.5,-0.03125,4285,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair9,P,0.25,-0.16650390625,45778,45778
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,OPP-LESS,pair9,Q,0.25,-0.109375,8993,4285
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair0,P,0.0,-0.0625,9805,9805
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair0,Q,-0.125,-0.25,9805,9805
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair1,P,0.125,0.125,16049,16049
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair1,Q,0.0,0.1875,16049,16049
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair2,P,0.0,0.0,24479,24479
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair2,Q,-0.125,0.0,24479,24479
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair3,P,0.0,-0.125,4704,4704
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair3,Q,0.0,0.125,4704,4704
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair4,P,-0.125,0.0,51479,51479
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair4,Q,0.0,0.0625,51479,51479
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair5,P,0.0,0.0,4258,4258
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair5,Q,0.25,0.0625,4258,4258
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair6,P,0.0,0.0,64535,64535
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair6,Q,0.125,0.0,64535,64535
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair7,P,-0.125,-0.0625,7100,7100
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair7,Q,-0.125,0.0625,7100,7100
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair8,P,0.0,0.0625,23071,23071
qwen-2.5-14b-instruct,D_pert_asc,0.05,96,96,MORE-LESS,pair8,Q,-0.125,-0.0625,23071,23071
